"","coef","standard_error","T_value","P_value"
"Interior_ColorOther color",0.0224870208158883,0.0106343234895543,2.11456994306939,0.0344903152661532
"Interior_Colorred",0.0830832597102393,0.0245263341647142,3.38751234294811,0.000707907066834767
"Interior_ColorWhite",0.00800969661293083,0.014575837033304,0.549518809426154,0.582661244387316
"Interior_ColorYG",0.108010696316154,0.0261704044334332,4.12720776214556,0.000037005498204818
"log(Mileage)",-0.00347065164636154,0.00143340555168407,-2.42126287447677,0.0154836660331568
"GearboxMechanical",-0.0427489366857811,0.00876973480331834,-4.87459856478277,0.00000110639739301771
"GearboxRobot",0.00106588787377279,0.0116817851545108,0.0912435779013798,0.927300804256661
"GearboxVariator:",0.00708957102044005,0.010995366024541,0.644778082386395,0.519085211444667
"Drive_trainRear",0.0382269654205909,0.0100791258320174,3.7926865938273,0.000149868792962681
"Drive_trainWheel drive",0.0390787230224436,0.00829209912103136,4.71276602607508,0.00000247543210025987
