,brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
13,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833697,E 320 ,5 700 $,2001,,Սպիտակ,,Սեդան,,Ձախ,,,Գազ,,,212000 կմ,Ավտոմատ,
14,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833696,Vito ,5 700 $,2001,"15""",Արծաթագույն,4,Մինիվեն / Միկրոավտոբուս,150,Ձախ,4,Dzax ruyl,Բենզին,2.3,Մոխրագույն,115000 կմ,Ավտոմատ,Առջևի
15,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833693,X-Trail ,5 300 $,2007,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,130000 կմ,Ավտոմատ,
16,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833692,X-Trail ,4 800 $,2004,"15""",Մոխրագույն,5,Ամենագնաց,150,Աջ,4,4x4 razdatka,Բենզին,2.0,Մոխրագույն,125000 կմ,Ավտոմատ,Լիաքարշակ
17,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833690,Teana ,4 900 $,2006,"16""",Արծաթագույն,4,Սեդան,173,Ձախ,6,,Բենզին,2.3,Բեժ,24000 կմ,Ավտոմատ,Առջևի
18,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833687,Santa Fe ,10 900 $,2011,,Արծաթագույն,,Ամենագնաց,,Ձախ,,2.4L DOCH,Բենզին,,,95000 կմ,Ավտոմատ,
19,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833684,C 200 ,4 400 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,KLASSIK KONDICEONER,Բենզին,,,244000 կմ,Մեխանիկական,
20,BMW, Տեղադրված է՝  03.10.2018, ID: 1833682,530 ,8 500 $,2007,"17""",Սև,4,Սեդան,258,Ձախ,6,,Բենզին,3.0,Սև,107000 մղոն,Ավտոմատ,Ետևի
21,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833669,Sprinter ,23 500 $,2008,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,NOR BERVAC,Դիզել,,,232000 կմ,Մեխանիկական,
22,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833664,E 320 ,7 700 $,2001,,Արծաթագույն,,Սեդան,,Ձախ,,JAPAN. 4.5B. ZAVADSKOY DZAX...,Գազ,,,90000 կմ,Ավտոմատ,
23,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833663,Camry ,8 200 $,2011,"16""",Սև,4,Սեդան,179,Ձախ,4,"KOJ SALON, 2,5 MATOR",Բենզին,2.5,,147000 կմ,Ավտոմատ,Առջևի
24,BMW, Տեղադրված է՝  03.10.2018, ID: 1833662,320 ,5 200 $,2001,,Արծաթագույն,,Սեդան,,Ձախ,,E46,Բենզին,,,135000 կմ,Ավտոմատ,
25,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833660,CLS 350 ,9 900 $,2006,,Արծաթագույն,,Սեդան,,Ձախ,,Japonakan. Anteri. Vichak,Բենզին,,,135000 կմ,Ավտոմատ,
26,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833652,Camry ,12 200 $,2013,"17""",Սև,,Սեդան,,Ձախ,,"2,5L SE SPORT",Բենզին,,,55700 մղոն,Ավտոմատ,
27,BMW, Տեղադրված է՝  03.10.2018, ID: 1833650,X6 ,25 000 $,2010,"21""",Սև,4,Ամենագնաց,408,Ձախ,8,FULL,Էլեկտրական,4.4,Բեժ,83000 կմ,Կիսաավտոմատ,Լիաքարշակ
28,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833648,Ipsum ,6 200 $,2004,,Սպիտակ,,Սեդան,,Ձախ,,,Գազ,,,97000 կմ,Ավտոմատ,
29,BMW, Տեղադրված է՝  03.10.2018, ID: 1833645,X5 ,8 700 $,2006,,Արծաթագույն,,Ամենագնաց,,Ձախ,,Anteri. Vichak,Բենզին,,,126000 կմ,Ավտոմատ,
30,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833644,Elantra ,9 600 $,2013,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,22000 մղոն,Ավտոմատ,
31,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833643,Elantra ,9 600 $,2013,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,22000 մղոն,Ավտոմատ,
32,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833637,Versa ,6 000 $,2007,,Սպիտակ,,Հետչբեք,,Ձախ,,,Գազ,,,105000 կմ,Ավտոմատ,
33,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833632,E 320 ,5 400 $,2001,"18""",Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,3.2,,187547 կմ,Ավտոմատ,
34,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833629,S 500 ,67 000 $,2014,,Սև,5,Սեդան,455,Ձախ,,W222 long,Բենզին,5.0,Սև,55000 կմ,Ավտոմատ,
35,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833626,S 320 ,6 700 $,2000,"19""",Սպիտակ,5,Սեդան,224,Ձախ,6,"JAPAN, 95.000km, dzax ruyl",Բենզին,3.2,Սև,95000 կմ,Ավտոմատ,Ետևի
36,BMW, Տեղադրված է՝  03.10.2018, ID: 1833625,528 ,8 000 $,2007,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,172000 կմ,Ավտոմատ,
37,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833615,Land Cruiser 200 ,35 000 $,2010,"22""",Սպիտակ,4,Ունիվերսալ,,Ձախ,8,VXR polni ful,Բենզին,4.7,Սև,85000 կմ,Ավտոմատ,Լիաքարշակ
38,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833611,E 320 ,6 300 $,2001,"18""",Սպիտակ,4,Սեդան,224,Ձախ,6,Californya gazov 2.0 b,Գազ,3.2,Բեժ,210000 կմ,Ավտոմատ,Ետևի
39,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833609,E 320 ,5 000 $,2001,,Արծաթագույն,,Սեդան,,Ձախ,,SHTAP,Գազ,,,257000 կմ,Ավտոմատ,
40,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833605,X-Trail ,5 100 $,2005,"16""",Սև,5,Ամենագնաց,,Ձախ,,Nissan X-Trail 2005 IDEALAKAN,Բենզին,2.0,Սև,107000 կմ,Ավտոմատ,Լիաքարշակ
41,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833602,Camry ,14 300 $,2015,"17""",Սև,,Սեդան,,Ձախ,,SE SPORT.2.5 RESTYLING,Բենզին,2.5,,45000 մղոն,Ավտոմատ,Առջևի
42,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833599,4-Runner ,8 700 $,2003,,Սպիտակ,,Ամենագնաց,,Ձախ,,4x4,Բենզին,,,222000 կմ,Ավտոմատ,
43,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833598,X-Trail ,5 200 $,2005,"17""",Սև,5,Ամենագնաց,,Ձախ,,Nissan X-Trail 2005 Idealakan,Բենզին,2.0,Սև,103000 կմ,Ավտոմատ,Լիաքարշակ
44,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833597,Genesis ,15 000 $,2010,"19""",Դեղին,2,Կուպե,360,Ձախ,6,Rs3800,Բենզին,3.8,Սև,100000 մղոն,Ավտոմատ,Ետևի
45,BMW, Տեղադրված է՝  03.10.2018, ID: 1833594,530 ,6 500 $,2007,"17""",Արծաթագույն,5,Սեդան,258,Ձախ,6,BMW530i 258HP,Բենզին,3.0,Մոխրագույն,159000 մղոն,Ավտոմատ,Ետևի
46,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833588,X-Trail ,5 250 $,2006,"17""",Արծաթագույն,5,Ամենագնաց,,Ձախ,,Nissan X-Trail 2006 IDEALAKAN,Բենզին,2.0,Սև,95000 կմ,Ավտոմատ,Լիաքարշակ
47,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833585,Camry ,9 000 $,2009,"16""",Արծաթագույն,,Սեդան,,Ձախ,4,2.5 vvti,Բենզին,,,40000 մղոն,Ավտոմատ,Առջևի
48,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833582,E 350 ,9 500 $,2009,,Սև,,Սեդան,,Ձախ,,NorBervats AMN-IC 2009,Բենզին,,,160000 կմ,Ավտոմատ,
49,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833581,Fuga ,6 000 $,2005,"16""",Սպիտակ,5,Սեդան,,Ձախ,,Nissan Fuga 2005 Japan Idealakan,Բենզին,3.5,Բեժ,110000 կմ,Ավտոմատ,Ետևի
50,BMW, Տեղադրված է՝  03.10.2018, ID: 1833580,X5 ,5 900 $,2002,,Սև,,Ամենագնաց,,Ձախ,,4.4,Բենզին,,,158000 կմ,Ավտոմատ,
51,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833578,Fuga ,5 700 $,2005,"16""",Արծաթագույն,5,Սեդան,,Ձախ,,Nissan Fuga 2005 Japan Idealakan,Բենզին,2.5,Սև,56000 կմ,Ավտոմատ,Ետևի
52,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833571,E 320 ,6 300 $,2000,"17""",Արծաթագույն,5,Սեդան,,Ձախ,,Mercedes E320 Restayling IDEALAK,Բենզին,3.2,Սև,63000 կմ,Ավտոմատ,Ետևի
53,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833568,E 320 ,6 100 $,2001,"16""",Արծաթագույն,5,Սեդան,,Ձախ,,Mercedes E320 Japan IDEALAKAN,Բենզին,3.2,Սև,65000 կմ,Ավտոմատ,Ետևի
54,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833565,C 240 ,4 700 $,2000,,Արծաթագույն,,Սեդան,,Ձախ,,Avtomat,Բենզին,,,130000 կմ,Ավտոմատ,
55,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833558,B 170 ,5 400 $,2007,,Սպիտակ,,Հետչբեք,,Ձախ,,SHAT LAVNA,Բենզին,,,77531 կմ,Ավտոմատ,
56,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833557,Camry ,7 500 $,2008,,Սև,,Սեդան,,Ձախ,,,Գազ,,,186000 կմ,Ավտոմատ,
57,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833554,Viano ,8 200 $,2006,,Կապույտ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,90000 կմ,Ավտոմատ,
58,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833551,Versa ,5 300 $,2012,,Սպիտակ,,Սեդան,,Ձախ,,"1.6 prastoy mator,zavackoy dzax",Բենզին,,,85000 կմ,Մեխանիկական,
59,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833548,Elantra ,8 000 $,2012,,Սև,,Սեդան,,Ձախ,,2012-2013 SHAT SHTAP!!!!,Բենզին,,,54000 մղոն,Ավտոմատ,
60,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833545,Tiida ,4 400 $,2008,,Արծաթագույն,4,Սեդան,,Ձախ,,"ՇՏԱՊ,Նոր է բերված Ճապոնիայից",Բենզին,1.5,,70500 կմ,Ավտոմատ,
61,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833538,Sonata ,6 600 $,2011,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,121000 մղոն,Ավտոմատ,
62,BMW, Տեղադրված է՝  03.10.2018, ID: 1833536,525 ,8 999 $,2006,"19""",Սև,4,Սեդան,217,Ձախ,6,525i,Բենզին,2.5,Սև,70000 կմ,Ավտոմատ,Ետևի
63,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833534,S 500 ,24 500 $,2011,"20""",Սև,,Սեդան,388,Ձախ,,RESTAYLING ANTERI VIJAK EVROPAKA,Բենզին,5.5,Սև,107000 կմ,Ավտոմատ,
64,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833533,E 320 ,4 000 $,2002,,Սև,,Սեդան,,Ձախ,,,Գազ,,,300000 կմ,Ավտոմատ,
65,BMW, Տեղադրված է՝  03.10.2018, ID: 1833525,745 ,7 500 $,2004,,Մոխրագույն,,Լիմուզին,,Ձախ,,745li,Գազ,,,230000 կմ,Ավտոմատ,
66,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833520,Sonata ,6 450 $,2011,,Մոխրագույն,,Սեդան,,Ձախ,,RESTAYLING ANTERI VIJAK,Բենզին,,,107000 կմ,Ավտոմատ,
67,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833517,Vitz ,3 700 $,2007,,Սև,,Սեդան,,Ձախ,,,Բենզին,,,119999 կմ,Վարիատոր,
68,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833516,Corolla ,9 300 $,2012,,Սպիտակ,,Սեդան,,Ձախ,,1.7,Բենզին,,,74000 կմ,Ավտոմատ,
69,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833515,Versa ,5 350 $,2012,,Սև,,Հետչբեք,,Ձախ,,RESTAYLING ANTERI VIJAK,Բենզին,1.8,,64000 կմ,Ավտոմատ,
70,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833514,E 320 ,6 500 $,2003,,Սև,,Սեդան,,Ձախ,,,Գազ,,,300000 կմ,Ավտոմատ,
71,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833513,Tiida ,3 600 $,2005,,Սև,,Սեդան,,Աջ,,Latio,Հիբրիդ,,,140000 կմ,Վարիատոր,
72,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833512,Tiida ,3 600 $,2005,,Սև,,Սեդան,,Աջ,,Latio,Հիբրիդ,,,140000 կմ,Վարիատոր,
73,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833511,Skyline ,6 200 $,2007,"16""",Սպիտակ,4,Սեդան,,Ձախ,6,(Ղեկը Ձախ) 2007 Nissan Skyline,Բենզին,2.5,Սև,120000 կմ,Ավտոմատ,Ետևի
74,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833510,Tiida ,5 350 $,2012,,Սև,,Հետչբեք,,Ձախ,,RESTAYLING ANTERI VIJAK,Բենզին,1.8,,64000 կմ,Ավտոմատ,
75,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833506,Skyline ,4 500 $,2005,"16""",Սպիտակ,4,Սեդան,215,Ձախ,6,(Ղեկը Ձախ) 2005 Nissan Skyline,Բենզին,2.5,Սև,71000 կմ,Ավտոմատ,Ետևի
76,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833505,Ist ,3 000 $,2003,,Արծաթագույն,,Հետչբեք,,Աջ,,,Գազ,,,155000 կմ,Ավտոմատ,
77,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833504,E 350 ,7 300 $,2006,"16""",Արծաթագույն,4,Սեդան,,Ձախ,6,NOR BERVAC AMN FULL SHTAP,Բենզին,3.5,Մոխրագույն,127000 կմ,Ավտոմատ,Ետևի
78,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833501,Tiida ,3 700 $,2007,"15""",Մանուշակագույն,4,Հետչբեք,,Ձախ,4,(Ղեկը Ձախ) 2007 Nissan Tiida,Բենզին,1.5,Սև,87000 կմ,Ավտոմատ,Առջևի
79,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833497,Sonata ,6 400 $,2011,,Բալագույն,,Սեդան,,Ձախ,,,Բենզին,,,125000 կմ,Ավտոմատ,
80,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833493,Sonata ,6 500 $,2011,,Սև,,Սեդան,,Ձախ,,Nor Bervac,Բենզին,,,92000 կմ,Ավտոմատ,
81,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833492,X-Trail ,5 300 $,2005,"17""",Այլ գույն,4,Ամենագնաց,150,Ձախ,4,4X4 FULL 2.0MOTOR RESTAYLING,Բենզին,2.0,Սև,124000 կմ,Ավտոմատ,Լիաքարշակ
82,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833490,Altima ,6 700 $,2007,"16""",Արծաթագույն,4,Սեդան,175,Ձախ,4,2.5 SE DOCH cepov mator,Բենզին,,Մոխրագույն,98250 մղոն,Ավտոմատ,Առջևի
83,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833489,Camry ,14 300 $,2015,,Սև,,Սեդան,,Ձախ,,SE SPORT.2.5 RESTYLING,Բենզին,,,45000 մղոն,Ավտոմատ,
84,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833488,Tiida ,4 099 $,2010,"15""",Արծաթագույն,4,Հետչբեք,109,Ձախ,4,2010-2009 FULL RESTAYLING,Բենզին,1.5,Սև,168000 կմ,Վարիատոր,Առջևի
85,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833485,Elantra ,7 200 $,2011,,Սև,,Սեդան,,Ձախ,,LIMITED FULL NOR BERVAC,Բենզին,,,93000 մղոն,Ավտոմատ,
86,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833486,Sonata ,6 500 $,2011,,Սև,,Սեդան,,Ձախ,,ANTERI VICHAK,Բենզին,,,86000 կմ,Ավտոմատ,
87,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833482,Sonata ,6 900 $,2012,,Սև,,Սեդան,,Ձախ,,VTARVAC CHI,Բենզին,,,112000 կմ,Ավտոմատ,
88,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833480,Camry ,8 300 $,2010,,Արծաթագույն,,Սեդան,,Ձախ,,FULL,Բենզին,,,140000 կմ,Ավտոմատ,
89,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833479,Sonata ,7 500 $,2012,,Սպիտակ,,Սեդան,,Ձախ,,POLNI FULL SPORT,Բենզին,,,62000 կմ,Ավտոմատ,
90,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833476,C 180 ,3 900 $,2001,,Կապույտ,,Սեդան,,Ձախ,,,Բենզին,,,167000 կմ,Մեխանիկական,
91,Audi, Տեղադրված է՝  03.10.2018, ID: 1833475,A8 ,7 800 $,2004,,Սև,4,Սեդան,,Ձախ,,"ՇՏԱՊ,Նոր է բերված",Բենզին,3.0,,174000 կմ,Ավտոմատ,Լիաքարշակ
92,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833472,Camry ,9 800 $,2012,,Սև,,Սեդան,,Ձախ,,VTARVAC CHI EXEL,Բենզին,,,98000 կմ,Ավտոմատ,
93,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833469,C 300 ,9 300 $,2009,,Այլ գույն,,Սեդան,,Ձախ,,FULL,Բենզին,,,115000 կմ,Ավտոմատ,
94,BMW, Տեղադրված է՝  03.10.2018, ID: 1833465,530 ,7 350 $,2007,,Արծաթագույն,,Սեդան,,Ձախ,,POLNI FULL VTARVAC CHI EXEL,Բենզին,,,132000 կմ,Ավտոմատ,
95,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833464,Sonata ,7 350 $,2011,,Սև,,Սեդան,,Ձախ,,"LIMITED, FULL , BORDO KOJ SALON",Բենզին,2.4,,115000 կմ,Ավտոմատ,
96,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833456,Camry ,9 900 $,2013,,Սև,,Սեդան,,Ձախ,,2013 se,Բենզին,,,145000 կմ,Ավտոմատ,
97,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833453,ML 320 ,5 300 $,2002,,Սպիտակ,,Ամենագնաց,,Ձախ,,,Գազ,,,220000 կմ,Ավտոմատ,
98,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833452,E 320 ,5 500 $,2003,,Կապույտ,,Սեդան,,Ձախ,,Eleganse,Գազ,,,205000 կմ,Ավտոմատ,
99,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833449,ML 350 ,5 700 $,2004,,Սպիտակ,,Ունիվերսալ,,Ձախ,,ML350 RESTAYL 2004-2003,Բենզին,,,162000 կմ,Ավտոմատ,
100,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833445,Tacoma ,14 800 $,2006,"16""",Կապույտ,5,Պիկապ,238,Ձախ,6,PIKAP 2005-2006,Բենզին,4.0,Մոխրագույն,103000 կմ,Ավտոմատ,Լիաքարշակ
101,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833444,Camry ,11 500 $,2013,,Սպիտակ,,Սեդան,,Ձախ,,SPORT,Բենզին,2.5,Սև,64500 մղոն,Ավտոմատ,
102,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833443,FJ Cruiser ,18 800 $,2008,"17""",Արծաթագույն,5,Ամենագնաց,238,Ձախ,6,NOR BERVAC,Բենզին,4.0,Սև,101000 կմ,Ավտոմատ,Լիաքարշակ
103,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833441,Sequoia ,10 500 $,2004,,Սպիտակ,,Ամենագնաց,,Ձախ,,FULL 2003-2004,Բենզին,,,114000 կմ,Ավտոմատ,
104,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833440,Viano ,9 800 $,2004,"16""",Սև,5,Մինիվեն / Միկրոավտոբուս,218,Ձախ,6,,Գազ,3.2,,327000 կմ,Ավտոմատ,Ետևի
105,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833438,Sonata ,11 800 $,2014,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,,46000 կմ,Ավտոմատ,
106,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833437,Camry ,13 000 $,2014,"17""",Սև,,Սեդան,,Ձախ,,,Բենզին,2.5,Սև,35000 մղոն,Ավտոմատ,Առջևի
107,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833434,Viano ,8 300 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,,Գազ,,,143000 կմ,Ավտոմատ,
108,BMW, Տեղադրված է՝  03.10.2018, ID: 1833433,X5 ,15 200 $,2008,,Սպիտակ,,Ամենագնաց,,Ձախ,,Europa,Բենզին,,,107000 կմ,Ավտոմատ,
109,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833431,CLS 350 ,13 800 $,2008,,Սպիտակ,,Սեդան,,Ձախ,,,Բենզին,,Բեժ,85000 կմ,Ավտոմատ,
110,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833430,Tiida ,3 500 $,2006,,Սև,,Հետչբեք,,Աջ,,,Բենզին,,,156000 կմ,Ավտոմատ,
111,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833425,E 350 ,9 000 $,2008,,Սև,,Սեդան,,Ձախ,,polni ful sev salon gerazanc vic,Բենզին,,Սև,83000 մղոն,Ավտոմատ,Ետևի
112,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833424,Rav 4 ,14 500 $,2012,"17""",Սպիտակ,5,Ամենագնաց,260,Ձախ,6,LIMITED V-6 3.5,Բենզին,3.5,Մոխրագույն,89000 կմ,Ավտոմատ,Լիաքարշակ
113,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833421,Teana ,5 000 $,2006,,Սպիտակ,4,Սեդան,,Ձախ,,"ՇՏԱՊ,Նոր է բերված",Բենզին,2.3,,109000 կմ,Ավտոմատ,
114,Toyota, Տեղադրված է՝  03.10.2018, ID: 1833420,Rav 4 ,10 500 $,2008,"17""",Սպիտակ,5,Ամենագնաց,260,Ձախ,6,LIMITED V-6 3.5,Բենզին,3.5,Մոխրագույն,98000 կմ,Ավտոմատ,Լիաքարշակ
115,Mercedes-Benz, Տեղադրված է՝  03.10.2018, ID: 1833419,E 350 ,9 300 $,2008,"17""",Արծաթագույն,4,Սեդան,,Ձախ,6,NOR BERVAC IDEALAKAN,Բենզին,3.5,Մոխրագույն,148000 կմ,Ավտոմատ,Ետևի
116,Hyundai, Տեղադրված է՝  03.10.2018, ID: 1833418,Sonata ,6 700 $,2011,"17""",Արծաթագույն,4,Սեդան,,Ձախ,4,Nor Bervac,Բենզին,2.4,Մոխրագույն,86000 կմ,Ավտոմատ,Առջևի
117,Nissan, Տեղադրված է՝  03.10.2018, ID: 1833417,Xterra ,11 900 $,2011,"16""",Սև,5,Ամենագնաց,,Ձախ,6,4x4 RESTYLING ORIGINAL VAZQ,Բենզին,4.0,Սև,82000 մղոն,Ավտոմատ,Լիաքարշակ
